index,year,month,day,bsrn,rotd,Kp0,Kp3,Kp6,Kp9,Kp12,Kp15,Kp18,Kp21,Kpsum,Ap0,Ap3,Ap6,Ap9,Ap12,Ap15,Ap18,Ap21,Apavg,Cp,C9,isn,f107_adj,Q,f107_81ctr_adj,f107_81lst_adj,f107_obs,f107_81ctr_obs,f107_81lst_obs
2012-02-09,2012,2,9,2436,1,1.7,0.7,0.0,1.3,2.0,1.7,2.7,1.0,11.0,6,3,0,5,7,6,12,4,5,0.2,1,20,96.6,0,116.0,128.5,99.2,119.0,132.5
2012-02-10,2012,2,10,2436,2,0.7,1.0,1.3,0.7,1.3,0.7,2.0,2.3,10.0,3,4,5,3,5,3,7,9,5,0.2,1,32,107.9,0,115.7,128.1,110.8,118.5,132.1
2012-02-11,2012,2,11,2436,3,2.7,1.3,1.0,0.3,0.7,0.3,1.3,1.0,8.7,12,5,4,2,3,2,5,4,5,0.2,1,32,109.4,0,116.9,127.8,112.3,119.8,131.8
2012-02-12,2012,2,12,2436,4,1.7,1.3,0.0,0.7,0.7,1.3,1.0,1.0,7.7,6,5,0,3,3,5,4,4,4,0.1,0,34,107.6,0,116.6,127.4,110.4,119.4,131.4
2012-02-13,2012,2,13,2436,5,1.0,1.3,3.0,2.3,3.0,2.7,2.0,2.7,18.0,4,5,15,9,15,12,7,12,10,0.6,3,45,105.7,0,116.2,127.0,108.4,119.0,131.0
2012-02-14,2012,2,14,2436,6,2.7,2.7,2.0,1.7,2.0,2.7,3.0,4.0,20.7,12,12,7,6,7,12,15,27,12,0.7,3,40,104.8,0,115.9,126.7,107.4,118.6,130.7
2012-02-15,2012,2,15,2436,7,2.3,5.3,3.7,3.3,2.7,3.0,3.3,3.7,27.3,9,56,22,18,12,15,18,22,22,1.1,5,37,102.0,0,115.4,126.4,104.6,118.1,130.4
2012-02-16,2012,2,16,2436,8,2.3,0.0,1.3,1.7,2.0,0.3,0.0,0.0,7.7,9,0,5,6,7,2,0,0,4,0.1,0,33,100.8,0,115.1,126.0,103.2,117.8,130.0
2012-02-17,2012,2,17,2436,9,0.0,0.3,1.3,0.7,0.0,0.0,0.0,0.0,2.3,0,2,5,3,0,0,0,0,1,0.0,0,34,101.3,0,114.8,125.6,103.7,117.4,129.5
2012-02-18,2012,2,18,2436,10,0.0,0.0,0.0,0.3,0.0,0.7,1.7,3.7,6.3,0,0,0,2,0,3,6,22,4,0.1,0,38,101.7,0,114.5,125.2,104.1,117.1,129.1
2012-02-19,2012,2,19,2436,11,5.0,5.7,2.3,2.0,1.3,1.7,2.0,3.3,23.3,48,67,9,7,5,6,7,18,21,1.1,5,48,102.9,0,114.2,124.7,105.3,116.7,128.6
2012-02-20,2012,2,20,2436,12,3.3,4.7,3.0,3.0,3.3,3.3,3.0,3.3,27.0,18,39,15,15,18,18,15,18,20,1.0,5,44,108.7,0,114.0,124.2,111.1,116.4,128.1
2012-02-21,2012,2,21,2436,13,3.3,2.3,1.7,1.7,0.7,1.0,0.7,2.0,13.3,18,9,6,6,3,4,3,7,7,0.4,2,41,101.0,0,113.9,123.6,103.3,116.3,127.4
2012-02-22,2012,2,22,2436,14,3.3,3.3,3.3,3.0,2.3,1.3,1.0,0.3,18.0,18,18,18,15,9,5,4,2,11,0.6,3,30,102.0,0,113.8,122.9,104.2,116.1,126.7
2012-02-23,2012,2,23,2436,15,0.0,0.0,1.0,1.0,0.3,0.3,0.7,2.3,5.7,0,0,4,4,2,2,3,9,3,0.1,0,38,101.2,0,113.6,122.2,103.3,115.9,126.0
2012-02-24,2012,2,24,2436,16,1.7,3.0,1.0,1.3,1.3,1.7,0.7,0.0,10.7,6,15,4,5,5,6,3,0,6,0.2,1,40,106.7,0,113.3,121.6,108.9,115.5,125.3
2012-02-25,2012,2,25,2436,17,0.0,0.7,1.7,2.0,2.3,1.3,2.7,1.7,12.3,0,3,6,7,9,5,12,6,6,0.3,1,33,105.9,0,112.9,121.1,108.0,115.1,124.8
2012-02-26,2012,2,26,2436,18,2.0,2.0,2.0,1.0,1.3,0.7,1.7,3.0,13.7,7,7,7,4,5,3,6,15,7,0.3,1,33,104.9,0,112.5,120.6,107.0,114.6,124.3
2012-02-27,2012,2,27,2436,19,3.7,2.3,1.3,2.0,3.3,4.3,5.3,1.7,24.0,22,9,5,7,18,32,56,6,19,1.0,5,30,103.5,0,112.0,120.1,105.5,114.1,123.8
2012-02-28,2012,2,28,2436,20,1.3,2.0,5.0,2.3,1.0,2.3,1.0,2.7,17.7,5,7,48,9,4,9,4,12,12,0.7,3,29,101.3,0,111.4,119.7,103.3,113.4,123.3
2012-02-29,2012,2,29,2436,21,2.7,3.3,2.7,0.3,0.0,0.3,0.7,1.0,11.0,12,18,12,2,0,2,3,4,7,0.3,1,14,100.2,0,110.7,119.2,102.0,112.6,122.8
2012-03-01,2012,3,1,2436,22,0.3,3.0,3.7,3.7,3.0,2.7,4.0,3.7,24.0,2,15,22,22,15,12,27,22,17,0.9,4,18,101.6,0,110.2,118.9,103.4,112.0,122.5
2012-03-02,2012,3,2,2436,23,3.0,3.0,2.7,1.7,2.7,2.0,2.0,2.0,19.0,15,15,12,6,12,7,7,7,10,0.6,3,20,106.3,0,109.6,118.6,108.2,111.5,122.2
2012-03-03,2012,3,3,2436,24,2.3,2.3,2.3,2.0,0.7,2.7,1.0,2.0,15.3,9,9,9,7,3,12,4,7,8,0.4,2,47,114.5,0,109.1,118.4,116.4,110.9,122.0
2012-03-04,2012,3,4,2436,25,3.7,3.0,3.0,2.3,2.3,1.7,3.0,1.7,20.7,22,15,15,9,9,6,15,6,12,0.7,3,64,118.2,0,108.6,118.3,120.1,110.3,121.8
2012-03-05,2012,3,5,2436,26,2.7,2.0,2.0,2.3,1.3,1.7,2.7,3.3,18.0,12,7,7,9,5,6,12,18,10,0.5,2,80,129.5,0,108.2,118.4,131.6,109.8,121.9
2012-03-06,2012,3,6,2436,27,3.0,2.0,2.7,0.7,2.7,2.0,2.0,2.7,17.7,15,7,12,3,12,7,7,12,9,0.5,2,85,136.0,0,108.0,118.7,138.1,109.5,122.1
2012-03-07,2012,3,7,2437,1,3.7,4.7,6.0,5.7,5.3,5.3,4.7,4.0,39.3,22,39,80,67,56,56,39,27,48,1.6,7,79,133.7,0,107.8,118.9,135.7,109.3,122.3
2012-03-08,2012,3,8,2437,2,2.0,1.0,1.7,5.0,4.7,4.7,4.0,4.0,27.0,7,4,6,48,39,39,27,27,25,1.2,6,72,137.5,0,107.5,119.0,139.5,108.9,122.5
2012-03-09,2012,3,9,2437,3,4.7,6.3,8.0,7.3,6.7,5.7,3.0,2.3,44.0,39,94,207,154,111,67,15,9,87,1.8,7,82,143.5,0,107.6,119.3,145.5,109.0,122.7
2012-03-10,2012,3,10,2437,4,4.7,4.7,3.3,2.7,2.0,3.0,3.3,1.3,25.0,39,39,18,12,7,15,18,5,19,1.0,5,77,146.9,0,108.0,119.5,148.9,109.4,122.8
2012-03-11,2012,3,11,2437,5,2.0,1.7,1.0,1.7,2.3,2.7,3.0,3.3,17.7,7,6,4,6,9,12,15,18,10,0.5,2,86,129.5,0,108.4,119.3,131.2,109.7,122.7
2012-03-12,2012,3,12,2437,6,3.0,1.7,2.3,6.3,6.0,3.7,3.3,3.0,29.3,15,6,9,94,80,22,18,15,32,1.3,6,86,113.5,0,108.9,119.0,114.9,110.1,122.3
2012-03-13,2012,3,13,2437,7,3.7,3.3,1.3,1.3,2.0,1.7,2.0,1.7,17.0,22,18,5,5,7,6,7,6,10,0.5,2,71,139.0,0,109.3,119.1,140.7,110.5,122.3
2012-03-14,2012,3,14,2437,8,2.7,2.0,1.0,1.0,2.0,3.0,2.0,2.3,16.0,12,7,4,4,7,15,7,9,8,0.4,2,63,117.5,0,109.7,118.8,118.8,110.8,122.0
2012-03-15,2012,3,15,2437,9,3.7,2.7,2.0,2.0,4.7,6.3,5.0,5.3,31.7,22,12,7,7,39,94,48,56,36,1.4,6,65,109.4,0,110.0,118.4,110.6,111.1,121.6
2012-03-16,2012,3,16,2437,10,4.3,3.3,3.0,4.3,3.3,5.0,4.0,3.7,31.0,32,18,15,32,18,48,27,22,26,1.2,6,63,97.6,0,110.3,117.9,98.5,111.3,121.0
2012-03-17,2012,3,17,2437,11,4.0,4.0,3.7,2.7,2.7,4.3,4.3,5.0,30.7,27,27,22,12,12,32,32,48,26,1.2,6,65,101.4,0,110.6,117.5,102.4,111.5,120.6
2012-03-18,2012,3,18,2437,12,4.0,3.7,2.3,2.3,1.7,1.7,2.3,3.0,21.0,27,22,9,9,6,6,9,15,13,0.7,3,46,101.1,0,110.7,117.0,102.0,111.6,120.0
2012-03-19,2012,3,19,2437,13,2.0,3.7,2.0,1.7,2.3,1.3,2.3,2.7,18.0,7,22,7,6,9,5,9,12,10,0.5,2,55,100.9,0,110.9,116.5,101.8,111.8,119.5
2012-03-20,2012,3,20,2437,14,1.3,0.7,1.0,1.3,0.7,1.0,2.0,2.0,10.0,5,3,4,5,3,4,7,7,5,0.2,1,64,98.8,0,111.2,116.0,99.6,112.0,119.0
2012-03-21,2012,3,21,2437,15,1.3,0.7,1.0,1.0,1.7,1.0,2.3,1.7,10.7,5,3,4,4,6,4,9,6,5,0.2,1,57,99.2,0,111.5,115.7,99.9,112.2,118.5
2012-03-22,2012,3,22,2437,16,0.7,1.7,0.3,0.3,0.3,0.3,2.7,4.0,10.3,3,6,2,2,2,2,12,27,7,0.4,2,52,101.7,0,111.5,116.9,102.4,112.2,119.8
2012-03-23,2012,3,23,2437,17,3.0,0.7,1.3,1.0,0.7,1.7,1.0,0.0,9.3,15,3,5,4,3,6,4,0,5,0.2,1,53,104.2,0,111.6,116.6,104.8,112.2,119.4
2012-03-24,2012,3,24,2437,18,1.3,3.0,4.3,2.7,2.0,2.0,1.7,2.0,19.0,5,15,32,12,7,7,6,7,11,0.7,3,70,102.1,0,111.7,116.2,102.7,112.3,119.0
2012-03-25,2012,3,25,2437,19,1.7,0.7,1.7,1.3,1.7,0.7,0.0,0.0,7.7,6,3,6,5,6,3,0,0,4,0.1,0,66,100.8,0,111.8,115.9,101.3,112.3,118.6
2012-03-26,2012,3,26,2437,20,0.7,1.3,1.0,1.0,0.7,0.7,0.3,1.0,6.7,3,5,4,4,3,3,2,4,4,0.1,0,65,101.9,0,112.0,115.4,102.4,112.4,118.1
2012-03-27,2012,3,27,2437,21,2.0,2.7,1.7,2.7,3.0,3.0,3.3,5.0,23.3,7,12,6,12,15,15,18,48,17,0.9,4,62,105.2,0,112.2,115.1,105.6,112.6,117.8
2012-03-28,2012,3,28,2437,22,4.7,4.3,2.7,1.7,2.3,1.3,2.3,1.3,20.7,39,32,12,6,9,5,9,5,15,0.8,4,65,106.6,0,112.5,114.8,107.0,112.8,117.4
2012-03-29,2012,3,29,2437,23,0.0,0.0,0.0,0.0,1.3,0.7,1.3,2.3,5.7,0,0,0,0,5,3,5,9,3,0.0,0,79,111.2,0,112.8,114.5,111.5,113.0,117.1
2012-03-30,2012,3,30,2437,24,2.7,2.0,1.3,0.7,1.0,0.7,0.0,0.3,8.7,12,7,5,3,4,3,0,2,4,0.2,1,66,110.4,0,113.1,114.2,110.6,113.3,116.7
2012-03-31,2012,3,31,2437,25,0.3,0.3,0.3,0.7,1.7,2.0,2.3,0.3,8.0,2,2,2,3,6,7,9,2,4,0.1,0,66,109.9,0,113.5,114.0,110.1,113.6,116.4
2012-04-01,2012,4,1,2437,26,1.3,1.7,1.0,1.7,1.3,2.0,1.7,2.0,12.7,5,6,4,6,5,7,6,7,6,0.3,1,42,107.2,0,113.9,113.9,107.3,114.0,116.3
2012-04-02,2012,4,2,2437,27,3.3,3.0,1.7,1.3,2.3,1.7,1.7,1.7,16.7,18,15,6,5,9,6,6,6,9,0.5,2,51,105.9,0,114.3,113.8,105.9,114.3,116.1
2012-04-03,2012,4,3,2438,1,2.0,2.0,0.7,0.3,0.7,0.7,1.7,2.0,10.0,7,7,3,2,3,3,6,7,5,0.2,1,46,103.6,0,114.7,113.6,103.5,114.6,115.9
2012-04-04,2012,4,4,2438,2,2.0,2.3,0.3,0.3,1.3,2.0,1.7,3.0,13.0,7,9,2,2,5,7,6,15,7,0.3,1,41,102.1,0,115.1,113.3,102.1,114.9,115.5
2012-04-05,2012,4,5,2438,3,3.0,3.3,4.0,4.0,2.7,3.3,1.7,2.0,24.0,15,18,27,27,12,18,6,7,16,0.9,4,34,101.0,0,115.4,112.9,100.9,115.2,115.1
2012-04-06,2012,4,6,2438,4,1.0,0.7,0.3,0.0,0.0,0.3,0.3,2.0,4.7,4,3,2,0,0,2,2,7,2,0.0,0,34,97.6,0,115.7,112.5,97.4,115.5,114.6
2012-04-07,2012,4,7,2438,5,2.7,3.3,2.3,3.3,2.3,0.7,0.3,2.0,17.0,12,18,9,18,9,3,2,7,10,0.5,2,19,98.7,0,116.1,112.0,98.5,115.8,114.1
2012-04-08,2012,4,8,2438,6,2.3,1.3,1.0,1.0,1.0,0.7,0.7,0.3,8.3,9,5,4,4,4,3,3,2,4,0.1,0,16,93.5,0,116.5,111.4,93.3,116.2,113.4
2012-04-09,2012,4,9,2438,7,0.7,0.7,0.0,0.3,0.3,0.3,1.7,2.0,6.0,3,3,0,2,2,2,6,7,3,0.1,0,9,94.9,0,116.9,110.7,94.5,116.5,112.6
2012-04-10,2012,4,10,2438,8,3.3,2.0,1.0,1.0,1.0,1.3,1.3,2.0,13.0,18,7,4,4,4,5,5,7,7,0.3,1,10,93.7,0,117.4,110.2,93.3,116.9,112.0
2012-04-11,2012,4,11,2438,9,1.0,1.0,2.0,1.3,1.3,0.3,0.3,2.0,9.3,4,4,7,5,5,2,2,7,4,0.2,1,19,93.8,0,117.7,109.6,93.4,117.1,111.5
2012-04-12,2012,4,12,2438,10,0.7,3.7,2.3,1.7,1.7,3.0,4.7,3.7,21.3,3,22,9,6,6,15,39,22,15,0.9,4,37,95.8,0,117.9,109.1,95.3,117.3,110.9
2012-04-13,2012,4,13,2438,11,4.7,5.0,3.7,3.0,1.7,2.7,2.0,2.7,25.3,39,48,22,15,6,12,7,12,20,1.0,5,35,98.3,0,118.0,108.6,97.7,117.3,110.3
2012-04-14,2012,4,14,2438,12,3.3,3.7,2.0,1.3,2.0,2.0,2.3,0.7,17.3,18,22,7,5,7,7,9,3,10,0.5,2,33,98.8,0,118.0,108.2,98.1,117.2,109.8
2012-04-15,2012,4,15,2438,13,1.0,1.7,1.0,1.0,1.3,1.0,2.0,1.0,10.0,4,6,4,4,5,4,7,4,5,0.2,1,58,102.4,0,117.9,108.0,101.7,117.1,109.5
2012-04-16,2012,4,16,2438,14,1.3,1.3,0.3,0.3,1.3,1.3,1.3,1.7,9.0,5,5,2,2,5,5,5,6,4,0.2,1,39,108.8,0,117.6,107.8,107.9,116.7,109.3
2012-04-17,2012,4,17,2438,15,1.3,0.3,2.3,2.3,2.3,2.3,3.3,2.3,16.7,5,2,9,9,9,9,18,9,9,0.5,2,51,114.7,0,117.3,107.5,113.8,116.4,108.9
2012-04-18,2012,4,18,2438,16,3.3,2.7,2.7,1.3,1.7,1.3,1.0,1.3,15.3,18,12,12,5,6,5,4,5,8,0.5,2,72,122.6,0,117.0,107.6,121.5,116.0,109.0
2012-04-19,2012,4,19,2438,17,1.0,1.0,0.3,0.3,0.3,0.3,2.7,2.7,8.7,4,4,2,2,2,2,12,12,5,0.2,1,95,139.1,0,116.6,108.0,137.8,115.6,109.4
2012-04-20,2012,4,20,2438,18,1.0,3.3,3.3,1.7,1.3,1.0,0.7,1.0,13.3,4,18,18,6,5,4,3,4,8,0.4,2,108,143.1,0,116.2,108.4,141.7,115.1,109.7
2012-04-21,2012,4,21,2438,19,1.3,0.3,0.3,1.0,0.3,1.7,3.3,3.7,12.0,5,2,2,4,2,6,18,22,8,0.4,2,104,150.6,0,116.1,108.9,149.1,114.9,110.1
2012-04-22,2012,4,22,2438,20,3.3,2.7,1.7,2.7,2.0,1.0,0.7,1.0,15.0,18,12,6,12,7,4,3,4,8,0.4,2,94,149.5,0,116.3,109.3,147.9,115.1,110.5
2012-04-23,2012,4,23,2438,21,1.7,4.0,3.3,1.0,2.3,4.3,5.0,5.7,27.3,6,27,18,4,9,32,48,67,26,1.2,6,89,143.4,0,116.3,109.7,141.8,114.9,110.8
2012-04-24,2012,4,24,2438,22,6.7,5.7,4.7,2.0,2.7,2.7,4.3,5.0,33.7,111,67,39,7,12,12,32,48,41,1.5,7,86,135.2,0,116.5,110.0,133.6,115.1,111.1
2012-04-25,2012,4,25,2438,23,4.3,3.3,3.7,4.0,3.0,4.0,5.3,3.7,31.3,32,18,22,27,15,27,56,22,27,1.2,6,81,128.8,0,116.7,110.3,127.2,115.3,111.3
2012-04-26,2012,4,26,2438,24,4.3,4.7,2.3,1.7,2.7,1.3,2.7,2.3,22.0,32,39,9,6,12,5,12,9,16,0.9,4,75,120.7,0,117.3,110.6,119.2,115.8,111.5
2012-04-27,2012,4,27,2438,25,3.0,2.3,2.0,0.7,1.7,1.3,1.7,2.3,15.0,15,9,7,3,6,5,6,9,8,0.4,2,68,119.5,0,118.0,110.7,117.9,116.4,111.6
2012-04-28,2012,4,28,2438,26,1.3,0.7,0.7,2.0,1.0,2.0,2.0,2.3,12.0,5,3,3,7,4,7,7,9,6,0.3,1,72,122.8,0,118.3,110.9,121.1,116.7,111.8
2012-04-29,2012,4,29,2438,27,2.3,2.0,0.7,0.7,0.7,0.3,1.0,0.3,8.0,9,7,3,3,3,2,4,2,4,0.1,0,71,117.7,0,118.7,111.2,116.0,117.0,112.0
2012-04-30,2012,4,30,2439,1,0.3,0.7,0.7,0.7,0.0,0.0,0.3,0.7,3.3,2,3,3,3,0,0,2,3,2,0.0,0,67,115.9,0,119.1,111.5,114.1,117.4,112.2
2012-05-01,2012,5,1,2439,2,0.3,0.3,0.7,0.3,0.3,1.0,0.7,1.7,5.3,2,2,3,2,2,4,3,6,3,0.1,0,69,111.6,0,119.5,111.5,109.9,117.7,112.2
2012-05-02,2012,5,2,2439,3,2.0,1.0,0.3,0.7,0.7,0.0,0.3,2.3,7.3,7,4,2,3,3,0,2,9,4,0.1,0,68,117.4,0,120.0,111.6,115.5,118.1,112.2
2012-05-03,2012,5,3,2439,4,2.7,2.0,1.7,1.3,1.3,1.3,1.0,3.0,14.3,12,7,6,5,5,5,4,15,7,0.4,2,69,115.9,0,120.5,111.7,114.0,118.5,112.3
2012-05-04,2012,5,4,2439,5,2.0,1.3,0.0,0.0,0.3,1.3,0.7,0.0,5.7,7,5,0,0,2,5,3,0,3,0.0,0,62,115.9,0,121.0,111.8,114.0,119.0,112.3
2012-05-05,2012,5,5,2439,6,0.0,0.3,0.3,1.3,1.3,0.7,0.0,0.7,4.7,0,2,2,5,5,3,0,3,2,0.0,0,63,118.1,0,121.7,112.0,116.0,119.6,112.4
2012-05-06,2012,5,6,2439,7,1.0,0.3,1.3,2.0,1.7,0.7,1.3,0.0,8.3,4,2,5,7,6,3,5,0,4,0.1,0,62,119.4,0,122.3,112.2,117.3,120.2,112.6
2012-05-07,2012,5,7,2439,8,0.0,0.3,0.3,1.7,0.7,0.7,0.0,0.3,4.0,0,2,2,6,3,3,0,2,2,0.0,0,57,123.9,0,122.7,112.5,121.7,120.5,112.8
2012-05-08,2012,5,8,2439,9,0.7,2.0,1.3,1.3,2.0,2.0,2.0,4.0,15.3,3,7,5,5,7,7,7,27,8,0.5,2,61,125.1,0,122.9,112.8,122.8,120.7,113.0
2012-05-09,2012,5,9,2439,10,3.7,4.0,4.0,3.0,3.7,4.0,4.7,4.3,31.3,22,27,27,15,22,27,39,32,26,1.2,6,65,129.8,0,123.1,113.1,127.3,120.8,113.3
2012-05-10,2012,5,10,2439,11,2.3,3.0,2.0,1.7,1.7,1.3,2.3,3.7,18.0,9,15,7,6,6,5,9,22,10,0.6,3,69,133.3,0,123.1,113.5,130.7,120.8,113.6
2012-05-11,2012,5,11,2439,12,3.7,3.0,2.0,1.7,1.3,3.0,2.0,1.7,18.3,22,15,7,6,5,15,7,6,10,0.6,3,79,139.2,0,123.1,113.9,136.4,120.7,114.0
2012-05-12,2012,5,12,2439,13,3.0,1.7,1.7,1.7,2.7,2.3,2.0,2.3,17.3,15,6,6,6,12,9,7,9,9,0.5,2,72,132.2,0,123.0,114.3,129.5,120.6,114.3
2012-05-13,2012,5,13,2439,14,2.7,3.3,2.3,2.0,2.0,1.7,2.7,2.7,19.3,12,18,9,7,7,6,12,12,10,0.6,3,75,133.3,0,122.8,114.7,130.5,120.4,114.6
2012-05-14,2012,5,14,2439,15,2.7,1.3,0.3,0.0,0.3,0.3,0.7,1.3,7.0,12,5,2,0,2,2,3,5,4,0.1,0,85,132.9,0,122.6,115.1,130.0,120.1,114.9
2012-05-15,2012,5,15,2439,16,1.7,2.0,1.3,0.7,0.7,0.0,0.0,1.7,8.0,6,7,5,3,3,0,0,6,4,0.1,0,87,131.9,0,122.4,115.4,129.0,119.9,115.2
2012-05-16,2012,5,16,2439,17,2.3,1.3,1.0,1.0,2.0,2.3,2.7,3.7,16.3,9,5,4,4,7,9,12,22,9,0.5,2,98,133.9,0,122.3,115.7,130.9,119.8,115.5
2012-05-17,2012,5,17,2439,18,1.7,1.0,0.7,0.3,0.7,0.3,1.0,1.0,6.7,6,4,3,2,3,2,4,4,4,0.1,0,79,139.5,0,122.4,116.1,136.3,119.8,115.8
2012-05-18,2012,5,18,2439,19,3.0,1.7,1.3,1.7,1.0,2.3,1.7,2.3,15.0,15,6,5,6,4,9,6,9,8,0.4,2,73,135.3,0,122.5,116.5,132.2,119.9,116.2
2012-05-19,2012,5,19,2439,20,2.0,1.3,0.7,1.3,1.0,1.3,1.0,0.7,9.3,7,5,3,5,4,5,4,3,4,0.2,1,78,134.1,0,122.9,116.9,130.9,120.2,116.5
2012-05-20,2012,5,20,2439,21,3.0,4.0,2.7,1.7,2.7,1.3,0.7,0.3,16.3,15,27,12,6,12,5,3,2,10,0.6,3,83,134.0,0,123.2,117.4,130.8,120.5,116.9
2012-05-21,2012,5,21,2439,22,0.0,0.3,0.3,0.3,0.0,0.3,3.7,1.3,6.3,0,2,2,2,0,2,22,5,4,0.2,1,79,128.2,0,123.6,117.7,125.1,120.9,117.1
2012-05-22,2012,5,22,2439,23,2.7,4.0,2.3,2.3,3.7,3.7,4.3,3.7,26.7,12,27,9,9,22,22,32,22,19,1.0,5,57,124.3,0,124.2,117.9,121.3,121.4,117.3
2012-05-23,2012,5,23,2439,24,3.7,4.7,4.0,2.7,2.0,2.3,2.3,2.0,23.7,22,39,27,12,7,9,9,7,16,0.9,4,55,120.2,0,125.1,118.0,117.2,122.2,117.3
2012-05-24,2012,5,24,2439,25,1.7,1.7,2.0,1.7,1.7,2.0,1.7,1.3,13.7,6,6,7,6,6,7,6,5,6,0.3,1,62,118.5,0,125.8,118.0,115.5,122.8,117.2
2012-05-25,2012,5,25,2439,26,2.0,1.0,1.0,2.0,1.3,2.3,0.7,1.0,11.3,7,4,4,7,5,9,3,4,5,0.2,1,67,120.3,0,126.6,117.9,117.2,123.6,117.1
2012-05-26,2012,5,26,2439,27,2.3,0.7,0.7,0.7,0.3,0.0,0.0,0.0,4.7,9,3,3,3,2,0,0,0,2,0.0,0,57,112.9,0,127.5,117.6,110.0,124.4,116.7
2012-05-27,2012,5,27,2440,1,0.3,1.3,0.7,0.3,0.3,1.0,0.3,0.0,4.3,2,5,3,2,2,4,2,0,2,0.0,0,59,113.7,0,128.1,117.3,110.7,125.0,116.4
2012-05-28,2012,5,28,2440,2,0.3,0.3,0.0,0.7,1.7,2.0,2.3,1.0,8.3,2,2,0,3,6,7,9,4,4,0.1,0,78,113.3,0,128.7,117.0,110.3,125.6,116.0
2012-05-29,2012,5,29,2440,3,0.7,1.3,0.3,0.7,1.3,1.3,1.7,2.3,9.7,3,5,2,3,5,5,6,9,5,0.2,1,56,109.3,0,129.5,116.6,106.3,126.3,115.6
2012-05-30,2012,5,30,2440,4,2.3,1.3,1.0,1.7,1.7,2.0,2.0,0.7,12.7,9,5,4,6,6,7,7,3,6,0.3,1,52,114.1,0,130.0,116.2,111.0,126.7,115.1
2012-05-31,2012,5,31,2440,5,2.7,1.3,2.0,2.0,1.7,2.3,3.7,0.7,16.3,12,5,7,7,6,9,22,3,9,0.5,2,64,120.6,0,130.4,116.1,117.3,127.1,114.9
2012-06-01,2012,6,1,2440,6,0.7,1.7,0.3,2.0,1.7,2.0,1.3,1.3,11.0,3,6,2,7,6,7,5,5,5,0.2,1,85,132.2,0,130.6,116.3,128.6,127.3,115.1
2012-06-02,2012,6,2,2440,7,0.7,1.0,1.0,1.3,1.3,3.0,2.7,3.7,14.7,3,4,4,5,5,15,12,22,9,0.5,2,106,132.9,0,130.9,116.3,129.1,127.5,114.9
2012-06-03,2012,6,3,2440,8,2.3,1.7,1.7,2.7,5.3,5.7,4.3,1.3,25.0,9,6,6,12,56,67,32,5,24,1.2,6,116,133.2,0,131.0,116.5,129.4,127.6,115.1
2012-06-04,2012,6,4,2440,9,1.3,2.7,2.7,4.0,4.0,2.3,3.0,3.7,23.7,5,12,12,27,27,9,15,22,16,0.9,4,104,131.9,0,131.2,116.7,128.2,127.7,115.3
2012-06-05,2012,6,5,2440,10,2.3,3.7,3.0,2.7,4.0,3.0,3.3,3.3,25.3,9,22,15,12,27,15,18,18,17,0.9,4,106,142.8,0,131.4,117.3,138.7,127.9,115.8
2012-06-06,2012,6,6,2440,11,3.3,3.7,2.0,2.7,3.3,3.0,4.3,2.7,25.0,18,22,7,12,18,15,32,12,17,0.9,4,107,156.4,0,131.9,118.0,151.9,128.3,116.4
2012-06-07,2012,6,7,2440,12,2.0,1.7,2.0,1.3,1.7,1.7,2.3,2.0,14.7,7,6,7,5,6,6,9,7,7,0.3,1,89,132.1,0,132.1,118.3,128.2,128.4,116.7
2012-06-08,2012,6,8,2440,13,1.7,1.7,2.3,2.7,1.0,0.3,2.0,0.7,12.3,6,6,9,12,4,2,7,3,6,0.3,1,75,127.9,0,131.9,118.7,124.2,128.3,117.0
2012-06-09,2012,6,9,2440,14,1.3,2.3,1.0,1.7,1.7,1.0,3.3,2.0,14.3,5,9,4,6,6,4,18,7,7,0.4,2,74,132.3,0,131.8,119.1,128.3,128.1,117.4
2012-06-10,2012,6,10,2440,15,0.0,0.7,0.3,0.7,2.3,2.0,1.3,2.0,9.3,0,3,2,3,9,7,5,7,4,0.2,1,85,132.3,0,131.5,119.5,128.3,127.8,117.7
2012-06-11,2012,6,11,2440,16,2.0,1.7,2.7,1.7,2.0,2.7,4.0,5.3,22.0,7,6,12,6,7,12,27,56,17,0.9,4,90,138.1,0,131.3,120.0,133.9,127.6,118.1
2012-06-12,2012,6,12,2440,17,5.0,3.7,1.3,1.0,1.3,1.0,1.0,0.7,15.0,48,22,5,4,5,4,4,3,12,0.7,3,78,145.8,0,131.0,120.5,141.3,127.3,118.5
2012-06-13,2012,6,13,2440,18,2.0,1.7,1.0,1.0,0.3,1.0,1.0,0.7,8.7,7,6,4,4,2,4,4,3,4,0.1,0,79,147.3,0,130.8,121.0,142.8,127.1,119.0
2012-06-14,2012,6,14,2440,19,0.7,0.7,0.7,1.0,1.0,0.3,0.7,0.0,5.0,3,3,3,4,4,2,3,0,3,0.0,0,86,153.3,0,130.7,121.7,148.6,127.0,119.6
2012-06-15,2012,6,15,2440,20,0.0,0.0,0.0,0.3,0.7,0.7,0.7,0.7,3.0,0,0,0,2,3,3,3,3,2,0.0,0,82,149.6,0,130.6,122.3,144.9,126.8,120.2
2012-06-16,2012,6,16,2440,21,0.3,0.7,0.3,2.3,3.0,2.7,3.7,6.3,19.3,2,3,2,9,15,12,22,94,20,1.0,5,74,138.8,0,130.6,122.7,134.5,126.8,120.5
